Date,KO,MCD
2010-06-28,15.986065864562988,44.50086975097656
2010-06-29,15.751344680786133,43.92584228515625
2010-06-30,15.68562126159668,43.535892486572266
2010-07-01,15.657456398010254,44.09107208251953
2010-07-02,15.663716316223145,43.71434783935547
2010-07-06,15.782645225524902,43.69451904296875
2010-07-07,16.10812759399414,44.48764419555664
2010-07-08,16.405439376831055,45.61783981323242
2010-07-09,16.399181365966797,45.750022888183594
2010-07-12,16.414827346801758,46.22590255737305
2010-07-13,16.499319076538086,46.82073974609375
2010-07-14,16.530624389648438,46.86039733886719
2010-07-15,16.540014266967773,47.144596099853516
2010-07-16,16.389785766601562,46.22590255737305
2010-07-19,16.358489990234375,46.20608901977539
2010-07-20,16.662065505981445,46.840576171875
2010-07-21,16.924957275390625,46.33824920654297
2010-07-22,16.981287002563477,47.190860748291016
2010-07-23,17.134645462036133,46.199466705322266
2010-07-26,17.1940975189209,46.840576171875
2010-07-27,17.22852325439453,46.52995300292969
2010-07-28,17.175323486328125,46.11353302001953
2010-07-29,17.209749221801758,45.855770111083984
2010-07-30,17.247303009033203,46.08710861206055
2010-08-02,17.654151916503906,46.430782318115234
2010-08-03,17.644765853881836,46.56298828125
2010-08-04,17.697961807250977,46.721614837646484
2010-08-05,17.64163589477539,46.56298828125
2010-08-06,17.76055908203125,47.41558074951172
2010-08-09,17.87322998046875,48.19548416137695
2010-08-10,17.832538604736328,48.142616271972656
2010-08-11,17.53835678100586,47.3032341003418
2010-08-12,17.428817749023438,47.62710189819336
2010-08-13,17.44134521484375,47.514739990234375
2010-08-16,17.488290786743164,47.44862747192383
2010-08-17,17.56339454650879,48.39377975463867
2010-08-18,17.47576332092285,48.413612365722656
2010-08-19,17.300508499145508,48.22855758666992
2010-08-20,17.3067684173584,48.301265716552734
2010-08-23,17.400653839111328,48.47309112548828
2010-08-24,17.419431686401367,48.06332015991211
2010-08-25,17.334930419921875,48.37395477294922
2010-08-26,17.26295280456543,48.35414123535156
2010-08-27,17.575908660888672,48.90269470214844
2010-08-30,17.385005950927734,48.43658447265625
2010-08-31,17.488290786743164,48.649654388427734
2010-09-01,17.93581771850586,49.635169982910156
2010-09-02,17.957727432250977,49.95479965209961
2010-09-03,18.01405906677246,50.00142288208008
2010-09-07,18.035968780517578,50.47420120239258
2010-09-08,18.098554611206055,50.66061019897461
2010-09-09,18.24251937866211,49.52196502685547
2010-09-10,18.314504623413086,49.9481315612793
2010-09-13,18.298736572265625,49.655147552490234
2010-09-14,18.159984588623047,49.23564529418945
2010-09-15,18.10637855529785,49.74837112426758
2010-09-16,18.134765625,49.80830764770508
2010-09-17,18.150527954101562,49.488677978515625
2010-09-20,18.27981948852539,50.014747619628906
2010-09-21,18.323965072631836,50.28107833862305
2010-09-22,18.361799240112305,50.02803421020508
2010-09-23,18.2482852935791,49.70176696777344
2010-09-24,18.484785079956055,50.00806427001953
2010-09-27,18.478469848632812,49.78167724609375
2010-09-28,18.636138916015625,49.69511795043945
2010-09-29,18.528928756713867,49.57522964477539
2010-09-30,18.453250885009766,49.615196228027344
2010-10-01,18.64244842529297,49.888206481933594
2010-10-04,18.566770553588867,49.90819549560547
2010-10-05,18.812726974487305,50.48750686645508
2010-10-06,18.856870651245117,50.31437683105469
2010-10-07,18.743356704711914,50.514122009277344
2010-10-08,18.733898162841797,50.67393493652344
2010-10-11,18.781198501586914,50.334354400634766
2010-10-12,18.793806076049805,50.327701568603516
2010-10-13,18.901016235351562,50.440887451171875
2010-10-14,18.89156150817871,51.29987716674805
2010-10-15,18.901016235351562,51.5928955078125
2010-10-18,18.919940948486328,51.48633575439453
2010-10-19,19.027156829833984,51.266578674316406
2010-10-20,19.282573699951172,51.54627227783203
2010-10-21,19.38347625732422,52.232112884521484
2010-10-22,19.42762565612793,52.30539321899414
2010-10-25,19.238420486450195,52.4052619934082
2010-10-26,19.310956954956055,52.445186614990234
2010-10-27,19.295185089111328,51.5928955078125
2010-10-28,19.301488876342773,51.5928955078125
2010-10-29,19.3361759185791,51.78598403930664
2010-11-01,19.459150314331055,51.85921859741211
2010-11-02,19.506458282470703,52.205482482910156
2010-11-03,19.534835815429688,52.27206802368164
2010-11-04,19.692502975463867,52.72486114501953
2010-11-05,19.733497619628906,52.80479049682617
2010-11-08,19.695655822753906,52.81143569946289
2010-11-09,19.752418518066406,52.671627044677734
2010-11-10,19.724035263061523,52.93797302246094
2010-11-11,19.802873611450195,53.071136474609375
2010-11-12,19.840709686279297,52.50514602661133
2010-11-15,19.853322982788086,52.651634216308594
2010-11-16,19.575824737548828,51.55293273925781
2010-11-17,19.71457290649414,52.185523986816406
2010-11-18,20.13081169128418,52.618343353271484
2010-11-19,20.28217887878418,53.03120040893555
2010-11-22,20.266408920288086,52.95128631591797
2010-11-23,20.06144142150879,52.611671447753906
2010-11-24,20.373624801635742,52.9246711730957
2010-11-26,20.215953826904297,52.2987060546875
2010-11-29,20.127044677734375,52.520179748535156
2010-11-30,20.05720329284668,52.547035217285156
2010-12-01,20.542991638183594,53.21140670776367
2010-12-02,20.606496810913086,53.27180480957031
2010-12-03,20.4794979095459,53.52680969238281
2010-12-06,20.317564010620117,53.406044006347656
2010-12-07,20.365184783935547,53.91605758666992
2010-12-08,20.444557189941406,52.84230041503906
2010-12-09,20.584270477294922,52.083961486816406
2010-12-10,20.52711296081543,52.050411224365234
2010-12-13,20.590621948242188,51.748416900634766
2010-12-14,20.288982391357422,51.748416900634766
2010-12-15,20.555686950683594,51.66117477416992
2010-12-16,20.746198654174805,51.47997283935547
2010-12-17,20.860504150390625,51.547080993652344
2010-12-20,20.736679077148438,51.62089157104492
2010-12-21,20.793827056884766,51.580657958984375
2010-12-22,20.82557487487793,51.681297302246094
2010-12-23,20.822404861450195,51.647727966308594
2010-12-27,20.66047477722168,51.292076110839844
2010-12-28,20.752544403076172,51.292076110839844
2010-12-29,20.78112030029297,51.66787338256836
2010-12-30,20.7969970703125,51.51353073120117
2010-12-31,20.88272476196289,51.51353073120117
2011-01-03,20.708099365234375,51.40614318847656
2011-01-04,20.279455184936523,49.86933898925781
2011-01-05,20.15880584716797,50.10422134399414
2011-01-06,20.012744903564453,49.80221939086914
2011-01-07,19.977819442749023,49.90960693359375
2011-01-10,20.022274017333984,49.36602020263672
2011-01-11,19.90479278564453,49.59418869018555
2011-01-12,20.01592254638672,49.39285659790039
2011-01-13,20.130226135253906,48.768741607666016
2011-01-14,20.044496536254883,49.70156478881836
2011-01-18,20.155622482299805,50.11765670776367
2011-01-19,20.136579513549805,50.567291259765625
2011-01-20,19.980995178222656,50.43979263305664
2011-01-21,19.930192947387695,50.3390998840332
2011-01-24,20.082599639892578,50.58740997314453
2011-01-25,19.990522384643555,50.6545295715332
2011-01-26,19.990522384643555,50.44646453857422
2011-01-27,19.907968521118164,49.89617919921875
2011-01-28,19.75238800048828,49.178096771240234
2011-01-31,19.955591201782227,49.43984603881836
2011-02-01,20.019094467163086,49.30561828613281
2011-02-02,19.958770751953125,49.41970443725586
2011-02-03,19.866689682006836,49.547210693359375
2011-02-04,19.863513946533203,49.69483947753906
2011-02-07,19.850818634033203,49.29218673706055
2011-02-08,19.961944580078125,50.57400131225586
2011-02-09,20.05084991455078,50.956512451171875
2011-02-10,20.174680709838867,50.842437744140625
2011-02-11,20.1841983795166,51.097450256347656
2011-02-14,20.047677993774414,51.1645393371582
2011-02-15,20.06354522705078,51.10417175292969
2011-02-16,20.130226135253906,51.01691818237305
2011-02-17,20.495365142822266,50.99008560180664
2011-02-18,20.495365142822266,51.09072494506836
2011-02-22,20.244537353515625,50.80216598510742
2011-02-23,20.292158126831055,50.45990753173828
2011-02-24,20.28263282775879,50.473323822021484
2011-02-25,20.419160842895508,50.365074157714844
2011-02-28,20.29532814025879,51.20402908325195
2011-03-01,20.609670639038086,50.6695556640625
2011-03-02,20.45726203918457,50.534217834472656
2011-03-03,20.819223403930664,51.58292007446289
2011-03-04,20.70492172241211,51.440860748291016
2011-03-07,20.708099365234375,51.616783142089844
2011-03-08,20.841447830200195,51.109310150146484
2011-03-09,20.835098266601562,51.271690368652344
2011-03-10,20.730321884155273,51.88063430786133
2011-03-11,20.727121353149414,51.91445541381836
2011-03-14,20.44889259338379,51.19727325439453
2011-03-15,20.157854080200195,50.825164794921875
2011-03-16,19.700523376464844,49.64788055419922
2011-03-17,19.917999267578125,49.661415100097656
2011-03-18,20.05232048034668,49.38400650024414
2011-03-21,20.330554962158203,49.90498352050781
2011-03-22,20.311365127563477,49.97942352294922
2011-03-23,20.554428100585938,50.425968170166016
2011-03-24,20.68874740600586,50.69660186767578
2011-03-25,20.858251571655273,50.9130973815918
2011-03-28,20.7974910736084,50.74397277832031
2011-03-29,21.018156051635742,50.99429702758789
2011-03-30,21.120492935180664,51.29198455810547
2011-03-31,21.216440200805664,51.481422424316406
2011-04-01,21.49787139892578,51.413780212402344
2011-04-04,21.63860321044922,51.68440246582031
2011-04-05,21.577829360961914,51.826499938964844
2011-04-06,21.628999710083008,51.90769958496094
2011-04-07,21.568233489990234,51.42731857299805
2011-04-08,21.513870239257812,51.4476318359375
2011-04-11,21.555444717407227,51.589698791503906
2011-04-12,21.395538330078125,51.86711883544922
2011-04-13,21.51705551147461,52.0227165222168
2011-04-14,21.84646987915039,52.14448547363281
2011-04-15,21.75052833557129,52.354217529296875
2011-04-18,21.526662826538086,52.0971565246582
2011-04-19,21.456302642822266,51.826499938964844
2011-04-20,21.69936180114746,53.04435729980469
2011-04-21,21.708955764770508,52.036258697509766
2011-04-25,21.664182662963867,52.185096740722656
2011-04-26,21.405128479003906,52.05655288696289
2011-04-27,21.42752456665039,52.68575668334961
2011-04-28,21.558643341064453,52.79400634765625
2011-04-29,21.574628829956055,52.98346710205078
2011-05-02,21.657785415649414,53.20671844482422
2011-05-03,21.708955764770508,53.40972900390625
2011-05-04,21.574628829956055,53.497684478759766
2011-05-05,21.331575393676758,53.17967987060547
2011-05-06,21.395538330078125,53.24733352661133
2011-05-09,21.41153335571289,53.660030364990234
2011-05-10,21.536252975463867,53.93069839477539
2011-05-11,21.529855728149414,53.79536819458008
2011-05-12,21.84646987915039,54.573455810546875
2011-05-13,21.80489730834961,54.62757110595703
2011-05-16,21.69296646118164,54.8981819152832
2011-05-17,21.7441349029541,54.756134033203125
2011-05-18,21.843273162841797,55.141780853271484
2011-05-19,21.894445419311523,55.825130462646484
2011-05-20,21.843273162841797,55.70333480834961
2011-05-23,21.584226608276367,55.8183479309082
2011-05-24,21.577829360961914,55.913063049316406
2011-05-25,21.39873695373535,55.96720504760742
2011-05-26,21.331575393676758,55.771018981933594
2011-05-27,21.27080535888672,55.63467788696289
2011-05-31,21.366744995117188,55.580142974853516
2011-06-01,21.35076332092285,55.19843292236328
2011-06-02,21.120492935180664,55.041648864746094
2011-06-03,20.957393646240234,54.89849853515625
2011-06-06,20.922208786010742,55.007591247558594
2011-06-07,20.851842880249023,55.30747604370117
2011-06-08,20.915813446044922,55.31430435180664
2011-06-09,21.072521209716797,55.38928985595703
2011-06-10,20.91260528564453,54.775814056396484
2011-06-13,20.97704315185547,55.02803421020508
2011-06-14,21.134883880615234,55.532440185546875
2011-06-15,20.928728103637695,55.37567138671875
2011-06-16,21.096229553222656,55.764198303222656
2011-06-17,21.13810920715332,56.24814987182617
2011-06-20,21.20574951171875,56.36402130126953
2011-06-21,21.34427261352539,56.43900680541992
2011-06-22,21.389373779296875,56.336769104003906
2011-06-23,20.931949615478516,56.091365814208984
2011-06-24,20.91584014892578,55.78464126586914
2011-06-27,21.00603675842285,56.11178970336914
2011-06-28,21.27018165588379,57.49551773071289
2011-06-29,21.489229202270508,57.64547348022461
2011-06-30,21.676067352294922,57.47507095336914
2011-07-01,21.933759689331055,58.38163757324219
2011-07-05,22.001413345336914,58.37485122680664
2011-07-06,22.075502395629883,58.524784088134766
2011-07-07,22.146371841430664,58.66111373901367
2011-07-08,22.123821258544922,58.3475456237793
2011-07-11,21.936981201171875,58.17716598510742
2011-07-12,21.85645866394043,57.93177032470703
2011-07-13,21.924100875854492,57.91132354736328
2011-07-14,21.7984676361084,58.49069595336914
2011-07-15,21.753374099731445,58.26576614379883
2011-07-18,21.621299743652344,58.211246490478516
2011-07-19,22.329978942871094,58.76335144042969
2011-07-20,22.185029983520508,58.80426025390625
2011-07-21,22.336423873901367,58.98828887939453
2011-07-22,22.462055206298828,60.365177154541016
2011-07-25,22.31065559387207,60.06529235839844
2011-07-26,22.288108825683594,59.997108459472656
2011-07-27,22.127046585083008,59.363197326660156
2011-07-28,22.165699005126953,59.15188980102539
2011-07-29,21.907997131347656,58.9473876953125
2011-08-01,21.81780433654785,58.88603973388672
2011-08-02,21.605199813842773,57.97948455810547
2011-08-03,22.033620834350586,58.306671142578125
2011-08-04,21.202533721923828,57.44780349731445
2011-08-05,21.50856590270996,57.99311828613281
2011-08-08,20.97704315185547,55.96868896484375
2011-08-09,21.479562759399414,58.59297180175781
2011-08-10,20.603374481201172,57.31147384643555
2011-08-11,21.411916732788086,58.81106948852539
2011-08-12,21.62774085998535,58.96103286743164
2011-08-15,21.969194412231445,59.179141998291016
2011-08-16,21.959535598754883,59.076900482177734
2011-08-17,22.31710433959961,59.64267349243164
2011-08-18,21.827468872070312,58.35438537597656
2011-08-19,21.614852905273438,59.4586181640625
2011-08-22,21.66961669921875,59.81989669799805
2011-08-23,22.246234893798828,61.0263671875
2011-08-24,22.445945739746094,61.43534851074219
2011-08-25,21.895118713378906,60.467430114746094
2011-08-26,22.065839767456055,61.29901885986328
2011-08-29,22.462055206298828,61.88523483276367
2011-08-30,22.503931045532227,62.29697799682617
2011-08-31,22.69399070739746,62.043067932128906
2011-09-01,22.69399070739746,61.809722900390625
2011-09-02,22.46527671813965,61.137237548828125
2011-09-06,22.36541748046875,60.951942443847656
2011-09-07,22.806737899780273,61.274471282958984
2011-09-08,22.925928115844727,60.80781555175781
2011-09-09,22.346094131469727,58.351078033447266
2011-09-12,22.34931182861328,59.14710998535156
2011-09-13,22.41094207763672,59.09909439086914
2011-09-14,22.628232955932617,59.53143310546875
2011-09-15,23.033639907836914,60.437225341796875
2011-09-16,23.10175132751465,60.58823776245117
2011-09-19,22.86175537109375,60.94506072998047
2011-09-20,22.913637161254883,61.288211822509766
2011-09-21,22.469318389892578,60.05980682373047
2011-09-22,21.99579620361328,59.00988006591797
2011-09-23,21.866069793701172,59.956878662109375
2011-09-26,22.300657272338867,61.308746337890625
2011-09-27,22.563369750976562,61.58328628540039
2011-09-28,22.07363510131836,60.40979766845703
2011-09-29,22.39472007751465,60.92448806762695
2011-09-30,21.91146469116211,60.265682220458984
2011-10-03,21.217416763305664,59.030452728271484
2011-10-04,21.155792236328125,59.34614181518555
2011-10-05,21.253093719482422,58.90007400512695
2011-10-06,21.207687377929688,59.77847671508789
2011-10-07,21.373092651367188,59.84022903442383
2011-10-10,21.697418212890625,60.73919677734375
2011-10-11,21.66498565673828,61.308746337890625
2011-10-12,21.88552474975586,60.63626480102539
2011-10-13,21.85957908630371,61.288211822509766
2011-10-14,22.00553321838379,61.72053527832031
2011-10-17,21.7298526763916,60.8421516418457
2011-10-18,21.645519256591797,61.51466751098633
2011-10-19,21.739580154418945,61.500946044921875
2011-10-20,21.768766403198242,61.082305908203125
2011-10-21,22.115798950195312,63.353790283203125
2011-10-24,22.012014389038086,63.14105987548828
2011-10-25,21.713632583618164,62.976348876953125
2011-10-26,21.882282257080078,62.983192443847656
2011-10-27,22.239049911499023,64.17041778564453
2011-10-28,22.355798721313477,64.01946258544922
2011-10-31,22.157968521118164,63.71750259399414
2011-11-01,21.742830276489258,63.07245635986328
2011-11-02,21.979583740234375,63.49789047241211
2011-11-03,22.264991760253906,63.8204345703125
2011-11-04,21.982820510864258,64.37628173828125
2011-11-07,22.122278213500977,64.93212127685547
2011-11-08,22.264991760253906,64.91840362548828
2011-11-09,21.739580154418945,63.58024215698242
2011-11-10,21.856334686279297,63.998844146728516
2011-11-11,22.09309196472168,65.02820587158203
2011-11-14,21.986072540283203,64.5478286743164
2011-11-15,22.054174423217773,64.82920837402344
2011-11-16,21.733089447021484,63.92338562011719
2011-11-17,21.60660743713379,63.333194732666016
2011-11-18,21.856334686279297,63.64200973510742
2011-11-21,21.38930892944336,63.32631301879883
2011-11-22,21.395795822143555,63.58024215698242
2011-11-23,21.039037704467773,63.04496765136719
2011-11-25,20.996875762939453,63.20280838012695
2011-11-28,21.136327743530273,64.34197235107422
2011-11-29,21.623090744018555,64.61853790283203
2011-11-30,21.96284294128418,66.04280090332031
2011-12-01,21.832164764404297,66.02899932861328
2011-12-02,21.685161590576172,66.16724395751953
2011-12-05,21.66229248046875,65.92529296875
2011-12-06,21.783159255981445,66.38160705566406
2011-12-07,21.815832138061523,66.68583679199219
2011-12-08,21.79950523376465,67.01078033447266
2011-12-09,22.07391357421875,67.77824401855469
2011-12-12,21.851768493652344,68.08934783935547
2011-12-13,21.71782112121582,67.75751495361328
2011-12-14,21.64595603942871,67.48785400390625
2011-12-15,21.851768493652344,67.85428619384766
2011-12-16,22.031444549560547,67.4048843383789
2011-12-19,22.008575439453125,67.2320327758789
2011-12-20,22.34505844116211,68.32444763183594
2011-12-21,22.72727394104004,68.5871810913086
2011-12-22,22.603137969970703,68.17235565185547
2011-12-23,22.848146438598633,69.24402618408203
2011-12-27,22.82853889465332,69.52056884765625
2011-12-28,22.70767593383789,68.84992218017578
2011-12-29,22.920019149780273,69.7003173828125
2011-12-30,22.857954025268555,69.36848449707031
2012-01-03,22.913490295410156,68.33827209472656
2012-01-04,22.769744873046875,68.71853637695312
2012-01-05,22.66193962097168,69.02278137207031
2012-01-06,22.51819610595703,69.55514526367188
2012-01-09,22.51819610595703,68.89141082763672
2012-01-10,22.652141571044922,68.9328842163086
2012-01-11,22.23398780822754,69.09193420410156
2012-01-12,22.07391357421875,69.53441619873047
2012-01-13,21.884431838989258,69.38227081298828
2012-01-17,22.002042770385742,69.52056884765625
2012-01-18,22.080442428588867,70.2188949584961
2012-01-19,22.034706115722656,70.011474609375
2012-01-20,22.243783950805664,70.34333801269531
2012-01-23,22.387535095214844,69.79713439941406
2012-01-24,22.181711196899414,68.27604675292969
2012-01-25,22.3548641204834,68.60791778564453
2012-01-26,22.217647552490234,68.5733413696289
2012-01-27,22.031444549560547,68.23458862304688
2012-01-30,22.037979125976562,68.23458862304688
2012-01-31,22.060842514038086,68.48347473144531
2012-02-01,22.16538429260254,68.0340805053711
2012-02-02,22.158849716186523,68.1861801147461
2012-02-03,22.240520477294922,69.14722442626953
2012-02-06,22.22418212890625,68.78766632080078
2012-02-07,22.39405632019043,69.76947021484375
2012-02-08,22.322189331054688,69.17487335205078
2012-02-09,22.204587936401367,69.13336944580078
2012-02-10,22.194786071777344,68.77383422851562
2012-02-13,22.358123779296875,68.8983154296875
2012-02-14,22.508403778076172,68.82916259765625
2012-02-15,22.34505844116211,68.17925262451172
2012-02-16,22.49533462524414,68.62866973876953
2012-02-17,22.55739974975586,69.13336944580078
2012-02-21,22.482269287109375,69.47909545898438
2012-02-22,22.622737884521484,69.59664154052734
2012-02-23,22.599870681762695,69.7003173828125
2012-02-24,22.54107093811035,69.3615493774414
2012-02-27,22.485536575317383,69.38920593261719
2012-02-28,22.4920654296875,69.47276306152344
2012-02-29,22.822010040283203,69.12464904785156
2012-03-01,22.737071990966797,69.1037368774414
2012-03-02,22.599870681762695,69.27781677246094
2012-03-05,22.616214752197266,69.58417510986328
2012-03-06,22.46265983581543,69.54932403564453
2012-03-07,22.47246551513672,69.75126647949219
2012-03-08,22.629270553588867,67.5093002319336
2012-03-09,22.70767593383789,67.42574310302734
2012-03-12,22.9167537689209,67.3004150390625
2012-03-13,23.117490768432617,67.38396453857422
2012-03-14,23.107616424560547,67.73905181884766
2012-03-15,23.143823623657227,68.26127624511719
2012-03-16,23.087867736816406,67.99669647216797
2012-03-19,23.16684913635254,68.04542541503906
2012-03-20,23.2293701171875,67.9897232055664
2012-03-21,23.403779983520508,67.34223937988281
2012-03-22,23.502504348754883,66.70165252685547
2012-03-23,23.525531768798828,66.52759552001953
2012-03-26,23.66045570373535,67.51628112792969
2012-03-27,23.65058708190918,67.77387237548828
2012-03-28,23.910558700561523,67.5928726196289
2012-03-29,24.28899383544922,67.9827880859375
2012-03-30,24.35480308532715,68.30306243896484
2012-04-02,24.397581100463867,68.48407745361328
2012-04-03,24.27253532409668,69.20816802978516
2012-04-04,24.17381477355957,67.87135314941406
2012-04-05,24.177106857299805,68.66509246826172
2012-04-09,23.979663848876953,68.84612274169922
2012-04-10,23.699939727783203,68.00363159179688
2012-04-11,23.732868194580078,68.62335205078125
2012-04-12,23.765764236450195,67.9827880859375
2012-04-13,23.673620223999023,67.51628112792969
2012-04-16,23.83815574645996,67.24473571777344
2012-04-17,24.335065841674805,67.61373138427734
2012-04-18,24.407453536987305,67.77387237548828
2012-04-19,24.292287826538086,66.33959197998047
2012-04-20,24.3942928314209,66.79913330078125
2012-04-23,24.249513626098633,66.27693939208984
2012-04-24,24.39101219177246,65.85916900634766
2012-04-25,24.657554626464844,66.29781341552734
2012-04-26,24.91423797607422,66.7225341796875
2012-04-27,25.216976165771484,67.8017349243164
2012-04-30,25.114974975585938,67.85047912597656
2012-05-01,25.315706253051758,67.67642974853516
2012-05-02,25.39139747619629,67.89225769042969
2012-05-03,25.483531951904297,67.56501007080078
2012-05-04,25.33873748779297,66.7503890991211
2012-05-07,25.43088722229004,66.49972534179688
2012-05-08,25.38481903076172,65.13507080078125
2012-05-09,25.266347885131836,64.00713348388672
2012-05-10,25.473665237426758,63.96535110473633
2012-05-11,25.493398666381836,63.98623275756836
2012-05-14,25.295961380004883,63.27607727050781
2012-05-15,25.197240829467773,63.366539001464844
2012-05-16,25.118263244628906,63.65898895263672
2012-05-17,24.720083236694336,62.398765563964844
2012-05-18,24.367977142333984,62.55891418457031
2012-05-21,24.519344329833984,63.547607421875
2012-05-22,24.414045333862305,63.59633255004883
2012-05-23,24.532506942749023,63.693809509277344
2012-05-24,24.8648738861084,63.72862243652344
2012-05-25,24.756282806396484,63.39441680908203
2012-05-29,24.831972122192383,63.28999328613281
2012-05-30,24.700328826904297,62.739925384521484
2012-05-31,24.59174156188965,62.69078826904297
