Date,position,pnl,trade,pnl_tc
2010-08-03,-0.014838266943499769,0.0018233188918558858,0.0004781815051426875,0.0018228407103507431
2010-08-04,-0.01452522941751268,0.001034413374726648,0.00031303752598708934,0.0010341003372006609
2010-08-05,-0.014369397476773823,0.00046268933857537907,0.00015583194073885698,0.0004625335066346402
2010-08-06,0.0,0.004284677045221965,0.014369397476773823,0.004270307647745191
2010-08-09,0.0,-0.0,0.0,-0.0
2010-08-10,0.0,-0.0,0.0,-0.0
2010-08-11,0.0,0.0,0.0,0.0
2010-08-12,0.0,-0.0,0.0,-0.0
2010-08-13,0.0,0.0,0.0,0.0
2010-08-16,0.0,0.0,0.0,0.0
2010-08-17,0.0,-0.0,0.0,-0.0
2010-08-18,0.01307470279290839,-0.0,0.01307470279290839,-1.3074702792908391e-05
2010-08-19,0.012023661701358523,-0.0005131790298034698,0.0010510410915498675,-0.0005142300708950196
2010-08-20,0.011600887555995231,0.0005429004936402991,0.0004227741453632916,0.0005424777194949358
2010-08-23,0.0,0.0012463986848628755,0.011600887555995231,0.0012347977973068804
2010-08-24,0.0,0.0,0.0,0.0
2010-08-25,0.0,-0.0,0.0,-0.0
2010-08-26,0.0,-0.0,0.0,-0.0
2010-08-27,0.0,0.0,0.0,0.0
2010-08-30,0.0,-0.0,0.0,-0.0
2010-08-31,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0
2010-09-02,0.0,-0.0,0.0,-0.0
2010-09-03,0.0,-0.0,0.0,-0.0
2010-09-07,0.0,-0.0,0.0,-0.0
2010-09-08,0.0,0.0,0.0,0.0
2010-09-09,-0.020013337571570824,0.0,0.020013337571570824,-2.0013337571570824e-05
2010-09-10,0.0,0.00032840371136110615,0.020013337571570824,0.0003083903737895353
2010-09-13,0.0,-0.0,0.0,-0.0
2010-09-14,0.0,-0.0,0.0,-0.0
2010-09-15,0.0,-0.0,0.0,-0.0
2010-09-16,0.0,-0.0,0.0,-0.0
2010-09-17,0.0,0.0,0.0,0.0
2010-09-20,0.0,-0.0,0.0,-0.0
2010-09-21,0.0,-0.0,0.0,-0.0
2010-09-22,0.0,0.0,0.0,0.0
2010-09-23,0.0,-0.0,0.0,-0.0
2010-09-24,0.0,0.0,0.0,0.0
2010-09-27,0.0,0.0,0.0,0.0
2010-09-28,-0.03624307358815835,0.0,0.03624307358815835,-3.624307358815835e-05
2010-09-29,0.0,0.0027169148679481686,0.03624307358815835,0.0026806717943600104
2010-09-30,0.0,-0.0,0.0,-0.0
2010-10-01,0.0,0.0,0.0,0.0
2010-10-04,0.0,-0.0,0.0,-0.0
2010-10-05,0.0,-0.0,0.0,-0.0
2010-10-06,0.0,0.0,0.0,0.0
2010-10-07,0.0,-0.0,0.0,-0.0
2010-10-08,0.0,-0.0,0.0,-0.0
2010-10-11,0.0,0.0,0.0,0.0
2010-10-12,0.0,0.0,0.0,0.0
2010-10-13,0.0,0.0,0.0,0.0
2010-10-14,0.0,-0.0,0.0,-0.0
2010-10-15,0.0,-0.0,0.0,-0.0
2010-10-18,0.0,0.0,0.0,0.0
2010-10-19,0.0,0.0,0.0,0.0
2010-10-20,0.0,0.0,0.0,0.0
2010-10-21,0.0,-0.0,0.0,-0.0
2010-10-22,0.0,0.0,0.0,0.0
2010-10-25,0.025389788181668146,-0.0,0.025389788181668146,-2.5389788181668146e-05
2010-10-26,0.026279181497041258,0.0025121135633392956,0.0008893933153731118,0.0025112241700239227
2010-10-27,0.0,0.008233995605801259,0.026279181497041258,0.008207716424304217
2010-10-28,0.0,-0.0,0.0,-0.0
2010-10-29,0.0,-0.0,0.0,-0.0
2010-11-01,0.0,0.0,0.0,0.0
2010-11-02,0.0,-0.0,0.0,-0.0
2010-11-03,0.0,-0.0,0.0,-0.0
2010-11-04,0.0,-0.0,0.0,-0.0
2010-11-05,0.0,0.0,0.0,0.0
2010-11-08,0.0,-0.0,0.0,-0.0
2010-11-09,0.0,0.0,0.0,0.0
2010-11-10,0.0,-0.0,0.0,-0.0
2010-11-11,0.0,0.0,0.0,0.0
2010-11-12,0.0,0.0,0.0,0.0
2010-11-15,0.0,-0.0,0.0,-0.0
2010-11-16,-0.03661076009183285,0.0,0.03661076009183285,-3.6610760091832855e-05
2010-11-17,0.0,0.004370277550551835,0.03661076009183285,0.004333666790460002
2010-11-18,-0.03256043358639939,0.0,0.03256043358639939,-3.256043358639939e-05
2010-11-19,-0.03068074476946112,0.0015984826418497587,0.001879688816938268,0.0015966029530328203
2010-11-22,-0.03433985304932025,0.000502537000666135,0.0036591082798591336,0.0004988778923862758
2010-11-23,0.0,0.0029406124631852957,0.03433985304932025,0.0029062726101359753
2010-11-24,-0.03591174391888401,0.0,0.03591174391888401,-3.5911743918884016e-05
2010-11-26,-0.03089068312407261,-0.0052062640993231855,0.005021060794811405,-0.0052112851601179965
2010-11-29,0.0,0.007384863925390186,0.03089068312407261,0.007353973242266113
2010-11-30,0.0,-0.0,0.0,-0.0
2010-12-01,0.0,0.0,0.0,0.0
2010-12-02,0.0,-0.0,0.0,-0.0
2010-12-03,0.030630537758363434,-0.0,0.030630537758363434,-3.0630537758363436e-05
2010-12-06,0.028326922996136223,-0.0030270439647914356,0.002303614762227211,-0.003029347579553663
2010-12-07,0.02332073430069305,-0.007004408308505633,0.0050061886954431735,-0.007009414497201076
2010-12-08,-0.023150741342079145,0.01652315930893096,0.046471475642772195,0.01647668783328819
2010-12-09,-0.019769072536940744,-0.011905230835786183,0.0033816688051384013,-0.01190861250459132
2010-12-10,-0.01868067452273822,0.0022593242384540053,0.0010883980142025254,0.0022582358404398028
2010-12-13,-0.017012833219323946,-0.0017343489556801517,0.0016678413034142726,-0.001736016796983566
2010-12-14,0.0,0.007974882687039315,0.017012833219323946,0.007957869853819991
2010-12-15,-0.016923179091617956,0.0,0.016923179091617956,-1.6923179091617957e-05
2010-12-16,-0.016713458489275673,-0.0013211757260223628,0.00020972060234228374,-0.0013213854466247051
2010-12-17,-0.016486755210181198,0.0005428876512567916,0.00022670327909447494,0.0005426609479776971
2010-12-20,0.0,0.0034705264725981236,0.016486755210181198,0.0034540397173879423
2010-12-21,0.0,0.0,0.0,0.0
2010-12-22,0.0,-0.0,0.0,-0.0
2010-12-23,0.0,-0.0,0.0,-0.0
2010-12-27,0.0,-0.0,0.0,-0.0
2010-12-28,0.0,0.0,0.0,0.0
2010-12-29,0.0,0.0,0.0,0.0
2010-12-30,0.0,-0.0,0.0,-0.0
2010-12-31,0.0,0.0,0.0,0.0
2011-01-03,0.01575703349071867,-0.0,0.01575703349071867,-1.575703349071867e-05
2011-01-04,0.012589259341289658,-0.011758348723969142,0.0031677741494290125,-0.01176151649811857
2011-01-05,0.011549701970325366,0.001345048966244756,0.0010395573709642923,0.0013440094088737918
2011-01-06,0.010203684592321129,-0.0005570328232401798,0.001346017378004237,-0.000558378840618184
2011-01-07,0.00993382925343592,0.001016245760003219,0.0002698553388852092,0.0010159759046643338
2011-01-10,0.009943445231991017,0.0014833992040869468,9.61597855509734e-06,0.0014833895881083917
2011-01-11,0.010213832459271785,-0.0005267246048048197,0.00027038722728076753,-0.0005269949920321005
2011-01-12,0.010226621953191196,0.0020257880135364443,1.2789493919411477e-05,0.002025775224042525
2011-01-13,0.0,0.0023859520964850315,0.010226621953191196,0.0023757254745318404
2011-01-14,0.011215451182923318,-0.0,0.011215451182923318,-1.1215451182923318e-05
2011-01-18,0.0,0.0008607913206728259,0.011215451182923318,0.0008495758694899026
2011-01-19,0.012550809702662976,-0.0,0.012550809702662976,-1.2550809702662976e-05
2011-01-20,0.013170625743083825,-0.0015564557149984498,0.0006198160404208494,-0.0015570755310388706
2011-01-21,0.014059698770650648,-4.319895234574471e-06,0.0008890730275668227,-5.2089682621412934e-06
2011-01-24,0.015208415934417904,0.0013286707865078995,0.0011487171637672555,0.0013275220693441322
2011-01-25,0.015685259349120073,-0.001657434388768981,0.00047684341470216954,-0.001657911232183683
2011-01-26,0.01674658012877604,0.0011615679707263204,0.0010613207796559658,0.0011605066499466644
2011-01-27,0.0,0.0019036902095670273,0.01674658012877604,0.0018869436294382514
2011-01-28,0.0,0.0,0.0,0.0
2011-01-31,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0
2011-02-02,0.0,-0.0,0.0,-0.0
2011-02-03,0.0,-0.0,0.0,-0.0
2011-02-04,0.0,-0.0,0.0,-0.0
2011-02-07,0.0,0.0,0.0,0.0
2011-02-08,0.02961512730448676,-0.0,0.02961512730448676,-2.961512730448676e-05
2011-02-09,0.03143620087696678,-0.0003384988371107452,0.0018210735724800212,-0.00034031991068322523
2011-02-10,0.0,0.006469804030181156,0.03143620087696678,0.006438367829304189
2011-02-11,0.0,-0.0,0.0,-0.0
2011-02-14,0.0,-0.0,0.0,-0.0
2011-02-15,0.0,0.0,0.0,0.0
2011-02-16,0.0,0.0,0.0,0.0
2011-02-17,0.0,0.0,0.0,0.0
2011-02-18,0.0,-0.0,0.0,-0.0
2011-02-22,0.0,-0.0,0.0,-0.0
2011-02-23,0.0,0.0,0.0,0.0
2011-02-24,0.0,-0.0,0.0,-0.0
2011-02-25,0.0,0.0,0.0,0.0
2011-02-28,0.0,-0.0,0.0,-0.0
2011-03-01,-0.020540394675970568,0.0,0.020540394675970568,-2.054039467597057e-05
2011-03-02,0.0,0.0029239618109598783,0.020540394675970568,0.0029034214162839077
2011-03-03,0.0,0.0,0.0,0.0
2011-03-04,0.0,-0.0,0.0,-0.0
2011-03-07,0.0,-0.0,0.0,-0.0
2011-03-08,-0.01815679781146714,0.0,0.01815679781146714,-1.815679781146714e-05
2011-03-09,0.0,0.0015717008779340539,0.01815679781146714,0.0015535440801225868
2011-03-10,0.0,-0.0,0.0,-0.0
2011-03-11,0.0,-0.0,0.0,-0.0
2011-03-14,0.0,-0.0,0.0,-0.0
2011-03-15,0.0,-0.0,0.0,-0.0
2011-03-16,0.0,-0.0,0.0,-0.0
2011-03-17,0.0,0.0,0.0,0.0
2011-03-18,0.0,0.0,0.0,0.0
2011-03-21,-0.023832927505300742,0.0,0.023832927505300742,-2.3832927505300744e-05
2011-03-22,0.0,0.0019214154602989163,0.023832927505300742,0.0018975825327936155
2011-03-23,-0.02365606599194949,0.0,0.02365606599194949,-2.3656065991949493e-05
2011-03-24,-0.023363628251526623,-0.0006956345719107564,0.0002924377404228684,-0.0006959270096511792
2011-03-25,-0.022894192953093112,-0.001966136077777175,0.00046943529843351123,-0.0019666055130756087
2011-03-28,-0.02275719542721446,0.0007866614227477665,0.00013699752587865294,0.0007865244252218879
2011-03-29,-0.022358330018308618,-0.0028059353017792763,0.00039886540890584146,-0.0028063341671881823
2011-03-30,-0.021698296045111958,0.0007040790933160933,0.0006600339731966595,0.0007034190593428966
2011-03-31,-0.021613751449946633,0.00043578526866518407,8.454459516532564e-05,0.00043570072407001875
2011-04-01,-0.01958229033645522,-0.0055121311298630725,0.0020314611134914125,-0.005514162590976564
2011-04-04,-0.018268404178553015,0.0004126868543915234,0.0013138861579022054,0.00041137296823362117
2011-04-05,-0.018187960837266585,0.00359134619551293,8.044334128642916e-05,0.0035912657521716437
2011-04-06,-0.018068522297535167,0.0008694205695533953,0.00011943853973141877,0.0008693011310136638
2011-04-07,-0.017889365495750115,-0.0026380880143324183,0.0001791568017850513,-0.0026382671711342033
2011-04-08,-0.01825604616840541,0.0017436820126562514,0.00036668067265529375,0.001743315331983596
2011-04-11,-0.019160464872703155,0.001113034653102601,0.0009044187042977457,0.0011121302343983033
2011-04-12,0.0,0.007072878862566394,0.019160464872703155,0.00705371839769369
2011-04-13,0.0,0.0,0.0,0.0
2011-04-14,0.0,0.0,0.0,0.0
2011-04-15,0.0,-0.0,0.0,-0.0
2011-04-18,0.0,-0.0,0.0,-0.0
2011-04-19,0.0,0.0,0.0,0.0
2011-04-20,0.017162536604257712,-0.0,0.017162536604257712,-1.716253660425771e-05
2011-04-21,0.0,0.011892213105311366,0.017162536604257712,0.011875050568707109
2011-04-25,0.0,-0.0,0.0,-0.0
2011-04-26,0.015618314355639082,-0.0,0.015618314355639082,-1.5618314355639083e-05
2011-04-27,0.013553675420688726,-0.006045751111377337,0.0020646389349503556,-0.006047815750312288
2011-04-28,0.012689736288398262,0.0016558909562921183,0.0008639391322904644,0.001655027017159828
2011-04-29,0.012096670191079913,-0.00010597620861462189,0.0005930660973183493,-0.00010656927471194024
2011-05-02,0.012328708018626244,0.0007189210378272821,0.00023203782754633098,0.0007186889999997358
2011-05-03,0.012875701934033982,0.0005655779861505826,0.0005469939154077383,0.0005650309922351749
2011-05-04,0.013018140389061425,-0.0010555175494062108,0.00014243845502744275,-0.0010556599878612381
2011-05-05,0.013210204427956057,-0.00033741917651221217,0.00019206403889463278,-0.0003376112405511068
2011-05-06,0.014411264956589143,0.0016733817068539467,0.0012010605286330855,0.0016721806463253137
2011-05-09,0.015808537305506742,5.7931534453947154e-05,0.0013972723489175994,5.653426210502955e-05
2011-05-10,0.0,0.0026839503334423033,0.015808537305506742,0.0026681417961367964
2011-05-11,0.0,0.0,0.0,0.0
2011-05-12,0.0,0.0,0.0,0.0
2011-05-13,0.0,-0.0,0.0,-0.0
2011-05-16,0.0,-0.0,0.0,-0.0
2011-05-17,0.0,0.0,0.0,0.0
2011-05-18,0.0,0.0,0.0,0.0
2011-05-19,0.0,-0.0,0.0,-0.0
2011-05-20,0.0,-0.0,0.0,-0.0
2011-05-23,0.0,-0.0,0.0,-0.0
2011-05-24,0.0,0.0,0.0,0.0
2011-05-25,0.0198359305603294,-0.0,0.0198359305603294,-1.98359305603294e-05
2011-05-26,0.020249485919664634,-0.0001414594148102582,0.00041355535933523466,-0.00014187297016959342
2011-05-27,0.020675598552181526,-0.0003710462792959184,0.00042611263251689235,-0.0003714723919284353
2011-05-31,0.0,0.002577438664255061,0.020675598552181526,0.0025567630657028794
2011-06-01,0.0,0.0,0.0,0.0
2011-06-02,0.021482023248229322,-0.0,0.021482023248229322,-2.1482023248229322e-05
2011-06-03,0.020510211564247944,-0.00302174732446432,0.000971811683981378,-0.0030227191361483015
2011-06-06,0.019149377979747688,-0.0001437456954106388,0.001360833584500256,-0.00014510652899513905
2011-06-07,0.017832614373401216,-0.0008089694729432137,0.0013167636063464716,-0.0008102862365495601
2011-06-08,0.01709899727486242,0.0017009224921163224,0.0007336170985387976,0.0017001888750177835
2011-06-09,0.0,0.0032368722368709846,0.01709899727486242,0.003219773239596122
2011-06-10,0.01784651322715851,-0.0,0.01784651322715851,-1.784651322715851e-05
2011-06-13,0.018980851963362806,0.0016991348483106775,0.0011343387362042975,0.0016980005095744732
2011-06-14,0.0,0.0037855290939169187,0.018980851963362806,0.003766548241953556
2011-06-15,0.021146767745772885,-0.0,0.021146767745772885,-2.1146767745772884e-05
2011-06-16,0.0,0.004223769168111243,0.021146767745772885,0.00420262240036547
2011-06-17,0.0,0.0,0.0,0.0
2011-06-20,0.0,0.0,0.0,0.0
2011-06-21,0.0,0.0,0.0,0.0
2011-06-22,0.0,0.0,0.0,0.0
2011-06-23,0.0,-0.0,0.0,-0.0
2011-06-24,0.0,-0.0,0.0,-0.0
2011-06-27,0.0,0.0,0.0,0.0
2011-06-28,0.0,0.0,0.0,0.0
2011-06-29,0.0,0.0,0.0,0.0
2011-06-30,-0.01867168155019362,0.0,0.01867168155019362,-1.867168155019362e-05
2011-07-01,-0.017860335554853977,-0.0003700800509007583,0.0008113459953396421,-0.00037089139689609795
2011-07-05,-0.017522230648212313,-0.00016993070954974315,0.0003381049066416633,-0.0001702688144563848
2011-07-06,-0.017928531796717672,0.0002841910318819699,0.0004063011485053586,0.0002837847307334645
2011-07-07,-0.01829248741228638,0.00014585216098841143,0.00036395561556870626,0.00014548820537284272
2011-07-08,-0.018007029858053004,-0.000517902438026506,0.00028545755423337385,-0.0005181878955807394
2011-07-11,0.0,0.0030080490413362956,0.018007029858053004,0.0029900420114782424
2011-07-12,0.0,-0.0,0.0,-0.0
2011-07-13,-0.021025201913585506,0.0,0.021025201913585506,-2.1025201913585508e-05
2011-07-14,0.0,0.006578929382234765,0.021025201913585506,0.00655790418032118
2011-07-15,0.0,0.0,0.0,0.0
2011-07-18,0.0,-0.0,0.0,-0.0
2011-07-19,-0.022299357388810895,0.0,0.022299357388810895,-2.2299357388810895e-05
2011-07-20,-0.02225736133303867,0.0042640600175700705,4.199605577222612e-05,0.004264018021514299
2011-07-21,-0.02204461577124378,-0.0018132007261611575,0.00021274556179488868,-0.0018134134717229524
2011-07-22,0.0,0.007922976077517055,0.02204461577124378,0.007900931461745812
2011-07-25,0.0,-0.0,0.0,-0.0
2011-07-26,0.0,0.0,0.0,0.0
2011-07-27,0.0,0.0,0.0,0.0
2011-07-28,0.0,0.0,0.0,0.0
2011-07-29,0.0,-0.0,0.0,-0.0
2011-08-01,0.0,-0.0,0.0,-0.0
2011-08-02,0.0,0.0,0.0,0.0
2011-08-03,-0.026793724809019853,0.0,0.026793724809019853,-2.6793724809019853e-05
2011-08-04,0.0,0.014446394363470885,0.026793724809019853,0.014419600638661866
2011-08-05,0.0,0.0,0.0,0.0
2011-08-08,0.0,0.0,0.0,0.0
2011-08-09,0.02527591227765183,-0.0,0.02527591227765183,-2.527591227765183e-05
2011-08-10,0.019578895042916388,-0.010412732771948851,0.0056970172347354416,-0.010418429789183586
2011-08-11,0.018289423832361137,0.005695600343328262,0.0012894712105552507,0.005694310872117706
2011-08-12,0.0,0.0033127252376471696,0.018289423832361137,0.0032944358138148086
2011-08-15,0.0,0.0,0.0,0.0
2011-08-16,0.0,0.0,0.0,0.0
2011-08-17,0.0,0.0,0.0,0.0
2011-08-18,0.0,-0.0,0.0,-0.0
2011-08-19,0.019575718814904018,-0.0,0.019575718814904018,-1.9575718814904017e-05
2011-08-22,0.018682835459408374,-0.0006404843505561523,0.0008928833554956439,-0.000641377233911648
2011-08-23,0.0,0.004104236581776922,0.018682835459408374,0.0040855537463175134
2011-08-24,0.0,0.0,0.0,0.0
2011-08-25,0.0,-0.0,0.0,-0.0
2011-08-26,0.018835481443311756,-0.0,0.018835481443311756,-1.8835481443311756e-05
2011-08-29,0.0,0.005788011994405181,0.018835481443311756,0.005769176512961869
2011-08-30,0.0,-0.0,0.0,-0.0
2011-08-31,0.0,0.0,0.0,0.0
2011-09-01,-0.018120644598249882,0.0,0.018120644598249882,-1.812064459824988e-05
2011-09-02,0.0,0.0009201481948024396,0.018120644598249882,0.0009020275502041896
2011-09-06,0.0,-0.0,0.0,-0.0
2011-09-07,-0.01551170851285938,0.0,0.01551170851285938,-1.5511708512859382e-05
2011-09-08,-0.014890812987748168,-0.0035980941904675875,0.000620895525111213,-0.003598715085992699
2011-09-09,-0.01341164992068163,-0.001683478508620655,0.0014791630670665384,-0.0016849576716877214
2011-09-12,-0.012989363160873311,0.0033334345059286537,0.00042228675980831784,0.003333012219168845
2011-09-13,-0.012321629192053579,-0.0007933864974096303,0.000667733968819733,-0.00079405423137845
2011-09-14,-0.011661061300714842,-0.000962977735084939,0.0006605678913387363,-0.0009636383029762778
2011-09-15,-0.010890716035292456,-0.0015872940840070018,0.0007703452654223859,-0.0015880644292724242
2011-09-16,-0.010312497674390273,-1.0932233693463225e-05,0.0005782183609021833,-1.1510452054365408e-05
2011-09-19,-0.0108357019664468,0.003890254872959424,0.0005232042920565276,0.0038897316686673676
2011-09-20,0.0,0.0007453680076095807,0.0108357019664468,0.0007345323056431338
2011-09-21,0.0,-0.0,0.0,-0.0
2011-09-22,0.0,-0.0,0.0,-0.0
2011-09-23,0.012918731669152403,-0.0,0.012918731669152403,-1.2918731669152403e-05
2011-09-26,0.0,0.0019174222262525668,0.012918731669152403,0.0019045034945834145
2011-09-27,0.0,0.0,0.0,0.0
2011-09-28,0.0,-0.0,0.0,-0.0
2011-09-29,0.0,0.0,0.0,0.0
2011-09-30,0.012346051025751618,-0.0,0.012346051025751618,-1.2346051025751619e-05
2011-10-03,0.010338617467993852,-0.0062107923464691985,0.0020074335577577665,-0.006212799780026956
2011-10-04,0.00904677847462148,-0.0006718343489422641,0.0012918389933723722,-0.0006731261879356365
2011-10-05,0.00856008353303209,0.002134281080403945,0.0004866949415893891,0.0021337943854623552
2011-10-06,0.008188395533391297,-0.001508328978613294,0.00037168799964079277,-0.001508700666612935
2011-10-07,0.008262451773477274,0.0015765720515214347,7.405624008597657e-05,0.0015764979952813487
2011-10-10,0.008304129146468116,0.0007416185768945693,4.167737299084172e-05,0.0007415768995215785
2011-10-11,0.008355009646495793,-0.0015950601158740796,5.0880500027676925e-05,-0.0015951109963741072
2011-10-12,0.0,0.0036709919681649846,0.008355009646495793,0.003662636958518489
2011-10-13,0.009751454329290518,-0.0,0.009751454329290518,-9.751454329290518e-06
2011-10-14,0.0,0.000715248783004915,0.009751454329290518,0.0007054973286756244
2011-10-17,0.0,-0.0,0.0,-0.0
2011-10-18,0.013956757578026079,-0.0,0.013956757578026079,-1.3956757578026078e-05
2011-10-19,0.0,0.00234413868910222,0.013956757578026079,0.002330181931524194
2011-10-20,0.0,0.0,0.0,0.0
2011-10-21,0.0,0.0,0.0,0.0
2011-10-24,0.0,-0.0,0.0,-0.0
2011-10-25,0.0,-0.0,0.0,-0.0
2011-10-26,0.0,0.0,0.0,0.0
2011-10-27,0.0,0.0,0.0,0.0
2011-10-28,0.0,0.0,0.0,0.0
2011-10-31,0.0,-0.0,0.0,-0.0
2011-11-01,0.0,-0.0,0.0,-0.0
2011-11-02,0.0,0.0,0.0,0.0
2011-11-03,0.0,0.0,0.0,0.0
2011-11-04,0.0,-0.0,0.0,-0.0
2011-11-07,0.0,0.0,0.0,0.0
2011-11-08,0.0,0.0,0.0,0.0
2011-11-09,0.0,-0.0,0.0,-0.0
2011-11-10,0.0,0.0,0.0,0.0
2011-11-11,0.0,0.0,0.0,0.0
2011-11-14,0.0,-0.0,0.0,-0.0
2011-11-15,0.0,0.0,0.0,0.0
2011-11-16,0.0,-0.0,0.0,-0.0
2011-11-17,0.0,-0.0,0.0,-0.0
2011-11-18,0.0,0.0,0.0,0.0
2011-11-21,0.0,-0.0,0.0,-0.0
2011-11-22,0.0,0.0,0.0,0.0
2011-11-23,0.02239746502066493,-0.0,0.02239746502066493,-2.2397465020664932e-05
2011-11-25,0.0192466948287404,-0.00040108928688411996,0.003150770191924529,-0.0004042400570760445
2011-11-28,0.01829854091913201,0.0009186365729548906,0.0009481539096083923,0.0009176884190452821
2011-11-29,0.0,0.009106011556950412,0.01829854091913201,0.00908771301603128
2011-11-30,0.0,0.0,0.0,0.0
2011-12-01,0.0,-0.0,0.0,-0.0
2011-12-02,0.0,-0.0,0.0,-0.0
2011-12-05,0.0,0.0,0.0,0.0
2011-12-06,0.0,0.0,0.0,0.0
2011-12-07,0.0,0.0,0.0,0.0
2011-12-08,0.0,-0.0,0.0,-0.0
2011-12-09,-0.01941524443029551,0.0,0.01941524443029551,-1.941524443029551e-05
2011-12-12,0.0,0.004947085702892332,0.01941524443029551,0.004927670458462037
2011-12-13,0.0,-0.0,0.0,-0.0
2011-12-14,0.0,-0.0,0.0,-0.0
2011-12-15,-0.01955893426303446,0.0,0.01955893426303446,-1.955893426303446e-05
2011-12-16,-0.018028022981647823,-0.004129586234341585,0.0015309112813866356,-0.004131117145622972
2011-12-19,-0.017211934655088596,0.0004470508646393922,0.0008160883265592271,0.00044623477631283297
2011-12-20,-0.015653542953255186,-0.004078249244374291,0.00155839170183341,-0.0040798076360761245
2011-12-21,-0.013373903399861182,-0.005007897847569845,0.002279639553394004,-0.005010177487123239
2011-12-22,-0.01331091598770838,0.001971549201978245,6.298741215280193e-05,0.001971486214566092
2011-12-23,-0.013670168431732048,-0.0005434861254118474,0.00035925244402366767,-0.0005438453778558711
2011-12-27,-0.014912681855056013,0.0020365896104366874,0.001242513423323965,0.0020353470970133633
2011-12-28,-0.014868147521759538,0.0007794092928230352,4.453433329647434e-05,0.0007793647584897387
2011-12-29,-0.014605855678687515,-0.00020178699208063205,0.0002622918430720232,-0.00020204928392370406
2011-12-30,-0.014699985982518468,0.0005571564698887187,9.413030383095301e-05,0.0005570623395848878
2012-01-03,-0.014751664238690659,-0.003651661485590933,5.1678256172190545e-05,-0.003651713163847105
2012-01-04,-0.015573424227825788,0.003997252940500984,0.0008217599891351297,0.003996431180511849
